question,reply
"السلام عليكم ورحمة الله وبركاته 
هل يجوز النيابة في الحج عن شخص علماً أن النائب في الحج قد حج حجة الإسلام سابقاً، وهل يجوز النيابة عن شخص علماً أن النائب لم يحج حجة الإسلام","عليكم السلام ورحمة الله وبركاته

يجوز ذلك"
"السلام عليكم 
اولا اذا توفي والدي وهوه لم يحج وترك لنا بيت هل يجب علينا بيع البيت والحج بنيابه عنه ومتى 
ثانيا اذا كان عندي فلوس تكفي للحج وانا اريد ان اتزوج بها او اشتري بيت بها او اي شي ينفعني فهل يجب علي الحج هنا","عليكم السلام و رحمة الله و بركاته
إذا مات من استقرت عليه حجة الاسلام وجب قضاؤها من اصل تركته وإن لم يوصِ بذلك٠واذا لم يستقر الحج في ذمته ولم يوصِ فلا يجب عليكم النيابه عنه ٠وبخصوص السؤال الثاني يجب الحج الا إذا كان تاخير الزواج يؤدي إلى الاضطرار والحرج الشديد يقدم الزواج على الحج
دمتم في رعاية الله"
"السلام عليكم، 
سؤال بالنسبة للاستطاعة للحج
لو كان عندي قرض، والمبلغ الباقي عليي فيه قليل
يعني بعد مادفعت مبلغ الحج، 
الي باقي عندي يكفي ادفع فيه الي بقى من القرض كامل، 

هل استطيع الذهاب للحج حجة الاسلام كمستطيع ،
 يعني بدون ما اعمل الحجة بطريقة الحجة البذلية ؟
علما اني بروح الحج ويبقى القرض عليي دين وينتهي دفع القرض بعد 4 سنوات تقريبا، لكن مبلغها موجود بالبنك.
السيد السيستاني","وعليكم السلام ورحمة الله وبركاته 
يمكن لك ذلك كمستطيع في مفروض السؤال 
وفقكم الله لكل خير."
ابي طلع اسمه في الحج هو كبير في السن مايتحمل الحج اومريض ايصر انه ابنه احج نيابتن عن اونه ماحج,إذا كان موسراً أو استقرّ عليه الحج ولم يتمكن من الحج بنفسه لمرضٍ أو هرمٍ أو كان ذلك حرجاً عليه ولم يرج تمكنّه من الحج بعد ذلك من دون حرج وجبت عليه الاستنابة.
مَن استؤجر في البلد للعمرة المفردة المندوبة هل يحق له ان يؤدي العمرة لنفسه أوّلاً ثم يحرم من أدنى الحل للعمرة المستأجرة؟,يحق له ذلك إلاّ إذا كان المستأجر عليه ـ بموجب الانصراف أو غيره من القرائن ـ هو العمرة البلدية أو العمرة الاولى التي يدخل باحرامها إلى مكّة المكرمة أو نحو ذلك.
ما حكم البلدي اذا استأجر للحج ولم يعين الطريق؟,إذا استأجر للحج البلدي ولم يعين الطريق كان الاجير مخيراً في ذلك، وإذا عين طريقاً لم يجز العدول منه إلى غيره، فإن عدل وأتى بالأعمال فإن كان اعتبار الطريق في الإجارة على نحو الشرطية دون الجزئية استحق الأجير تمام الأجرة وكان للمستأجر خيار الفسخ، فان فسخ يرجع الى اجرة المثل. وإن كان اعتباره على نحو الجزئية كان للمستأجر الفسخ أيضاً، فإن فسخ استحق الأجير أجرة المثل لما قام به من الأعمال دون ما سلكه من الطريق، وإن لم يفسخ كان له تمام الأجرة المسماة، ولكن للمستأجر مطالبته بقيمة ما خالفه فيه من سلوك الطريق المعين .
"الحج
عند الذهاب الى الحج بصفه سائق. وهو اليس بسائق
يكون التفائق ما السائق الاصلي على مبلغ معين من المال. مقابل يذهب معه الى الحج ومسجل الدى الحكومه سائق. 
ما حكم الحج؟","عليكم السلام و رحمة الله و بركاته 
لايجوز مخالفة الضوابط القانونية ويصح الحج لو وقع بشروطه"
"السلام عليكم 
و الداي يريدان التسجيل في الحج و الذهاب لكن والدي يسأل هل يجوز لي ان اذهب انا و زوجتي الى الحج ؟
ولدي ثلاث اولاد بدون زواج و الان هم يدرسون بالجامعات و ""لم املك مالاً لزواجهم فقط لاكمال دراستهم و الذهاب به الى الحج ""و لدي ثلاث بنات اثنان قاصرات وواحدة منهما تحل للزواج موظفه و لم تتزوج الى الان 
هل يحق لي انا وزوجتي الذهاب الى الحج ؟ 
وشكراً","عليكم السلام ورحمة الله وبركاته 
اذا كان صرف المال في الحج موجبا لوقوعه في الحرج من جهة ترك تزويج ولده لم يجب عليه الحج والا وجب"
اسكن في دولة الكويت، فهل يجوز لي أن أحج حج الأفراد؟ ومن أين يجب عليّ أن احرم؟ ومن أين يجب ان ألبس ثوب الاحرام ؟ علماً بأنني سوف احج براً عن طريق المدينة المنورة؟,من كان البعد بين أهله وبين مكة مايقرب من ٨٨ كم ففرضه حج التمتع.
هليجوز لحج عن والدي وهو عايش,"السلام عليكم
لا بأس بالنيابة عن الحيّ- باستنابة- في الحجّ الواجب إذا كان معذوراً عن الإتيان بالعمل مباشرة"
اذا كان المكلف شاكّاً انما بيده متعلق به الخمس او كان يدفع الخمس الى غير اهله او كان يدفع سهم السادة فقط و حجّ . وبعد الوفاة اريد الحج عنه نيابةً فهل يلزم الحج مرة ثانية بعد الوفاة نيابةً عنه ؟,إن كان شكه حادثا بعد أن قضى مناسكه كلها فلا يعتني بشكه ولا اعادة عليه وإن كان حين أراد الشروع فيها فيختلف الحال بين ما لم يسبقه يقين بتعلق الحقّ بما في يده فيبني على عدم تعلقه به وبين أن سبق له اليقين ولم يتيقن بأدائه فيلزمه الأداء ثم يصرفه في نسكه.
إذا استؤجر للحجّ البلدي ولكنّه غفل في ساعة الحركة أن ينوي ذلك فهل تكفيه النيّة السابقة؟,إذا كان الحجّ النيابي هو المحرك له نحو العمل كفى.
هل يجوز القيام بالحج نيابه عن المتوفي عن طريق مكاتب السنه وان يقوم بالحج شخص سني او قد يكون شيعي,"السلام عليكم ورحمة الله و بركاته 

يعتبر في النائب أمور وهي :-
الأول : البلوغ، فلا يجزئ حج الصبي عن غيره في حجة الإسلام وغيرها من الحج الواجب وإن كان الصبي مميزاً على الأحوط .‏ نعم، لا يبعد صحة نيابته في الحج المندوب بإذن الولي . 
الثاني : العقل، فلا تجزئ استنابة المجنون، سواء في ذلك ما إذا كان جنونه مطبقاً، أم كان أدوارياً إذا كان ‏‏‏‏‏العمل في دور جنونه، وأما السفيه فلا بأس باستنابته . 
الثالث : الإيمان، فلا عبرة بنيابة غير المؤمن وإن اتى بالعمل على طبق مذهبنا على الأحوط . 
الرابع : أن لا يكون النائب مشغول الذمة بحج واجب عليه في عام النيابة إذا تنجز الوجوب عليه، ولا بأس باستنابته فيما إذا كان جاهلاً بالوجوب أو غافلاً عنه ، وهذا الشرط شرط في صحة الإجارة لا في صحة حج النائب ، فلو حج ـ والحالة هذه ـ برئت ذمة المنوب عنه، ولكنه لا يستحق الاجرة المسماة، بل يستحق اجرة المثل.

فان كانت من ينوب في هذن الشركة تتوفر فيه هذه الشروط فلا مانع ."
